Food_Category,Temperature_C,Humidity_%,Storage_Days,Packaging,Moisture_%,pH,Refrigerated,Transport_Hours,Risk
Grains,12.8,83,23,Good,59.5,6.2,No,1,Caution
Dairy,1.4,56,39,Average,79.4,5.8,Yes,16,Caution
Meat,31,68,39,Good,9.9,6.3,Yes,21,Caution
Fruits,27.8,79,49,Good,68.7,6,No,18,Reject
Grains,16.7,94,27,Good,75.9,6.3,No,21,Reject
Grains,29.2,69,15,Good,46.3,4.7,No,16,Caution
Fruits,30.8,66,7,Good,57.5,4.3,Yes,3,Safe
Fruits,14.6,54,46,Good,82.2,5.7,Yes,4,Caution
Vegetables,6.9,81,10,Good,87.3,3.3,No,11,Caution
Fruits,23,73,2,Good,15,5.4,Yes,3,Safe
Meat,1,68,50,Average,77,3.9,No,7,Caution
Fruits,0.2,91,28,Good,18.3,5.4,Yes,9,Caution
Dairy,6,42,5,Good,56.9,5.3,Yes,20,Safe
Fruits,27.6,85,57,Good,87.3,5.5,No,6,Reject
Meat,5.1,44,60,Damaged,87.6,6.7,No,14,Reject
Dairy,26.5,45,15,Good,86.7,6.2,Yes,18,Caution
Vegetables,2.5,69,40,Average,39.6,4,No,4,Caution
Meat,1.7,82,49,Good,18.3,5.7,Yes,17,Caution
Meat,25.7,73,48,Good,88.1,5,No,1,Reject
Vegetables,17,42,16,Good,51.1,5.1,Yes,21,Caution
Fruits,22.7,44,36,Average,66.9,4.2,Yes,2,Caution
Vegetables,21,71,32,Good,82.2,3.9,Yes,23,Caution
Dairy,31.6,55,22,Good,64.3,4.1,Yes,14,Caution
Meat,33.5,61,49,Good,22.1,5.3,Yes,6,Caution
Dairy,19.5,75,41,Good,60.1,6,Yes,1,Caution
Fruits,14.3,51,3,Good,29,4.9,Yes,10,Safe
Dairy,30.6,74,58,Good,77.4,4.8,No,15,Reject
Dairy,24.3,48,56,Good,25,4.1,No,7,Reject
Vegetables,11.2,81,5,Good,8.3,4.8,Yes,21,Safe
Grains,0.3,75,7,Good,45.9,6.1,No,6,Safe
Dairy,5,50,50,Good,46.4,5.4,Yes,5,Safe
Grains,31,65,42,Good,27.2,5.7,No,3,Caution
Fruits,34,77,23,Good,24.8,5.7,Yes,15,Caution
Fruits,23.3,44,10,Average,83.3,4.3,No,8,Reject
Meat,2.3,79,38,Average,79.1,6.9,Yes,18,Caution
Fruits,24.2,50,37,Average,75.1,5.5,Yes,17,Reject
Grains,7.9,83,30,Good,27.8,5.8,No,19,Caution
Dairy,22.7,46,49,Damaged,43.4,5.8,Yes,22,Reject
Meat,15.1,41,38,Damaged,89.5,7,No,14,Reject
Dairy,24.9,40,20,Good,52.8,6.6,No,14,Reject
Fruits,2.4,71,19,Average,27.2,6.5,Yes,12,Caution
Dairy,14.6,81,14,Good,26.1,7.1,Yes,10,Safe
Meat,10.9,88,21,Average,80,4.5,No,11,Reject
Grains,19,68,16,Good,47.1,3.3,No,13,Caution
Fruits,27.9,94,37,Good,18.7,4.3,No,3,Reject
Fruits,26.8,61,52,Damaged,23.2,4.7,Yes,20,Reject
Dairy,12.9,52,18,Damaged,65.5,5.3,Yes,21,Reject
Fruits,32.6,40,60,Good,38.3,5.8,No,15,Reject
Fruits,25.3,87,23,Good,35.7,3.5,Yes,18,Reject
Dairy,27.6,53,10,Good,80.7,6.2,No,19,Reject
Dairy,2.3,53,15,Average,66.2,6.7,Yes,23,Caution
Fruits,27.6,74,43,Damaged,47,6.5,Yes,20,Reject
Vegetables,27.7,61,29,Good,25.2,5,No,8,Reject
Fruits,23,56,23,Good,72,6.8,Yes,10,Caution
Meat,14.6,90,39,Good,8.2,3.5,Yes,24,Caution
Dairy,21.4,51,58,Good,68.9,4.8,Yes,9,Caution
Meat,11.2,66,56,Good,11.3,6,No,24,Reject
Fruits,23.7,53,3,Good,8.3,5.3,Yes,11,Caution
Meat,10,42,15,Damaged,25.7,5.6,Yes,8,Caution
Fruits,7.7,78,27,Good,26.5,5.3,Yes,10,Safe
Grains,5.4,85,52,Average,36.3,5.4,No,20,Caution
Vegetables,8,57,2,Good,32.1,7.1,Yes,15,Safe
Grains,21.6,65,56,Average,10.9,4,No,12,Reject
Grains,22.1,84,13,Good,11.3,3.6,No,7,Caution
Fruits,31.6,79,60,Damaged,28.8,3.5,No,9,Reject
Vegetables,18.7,87,8,Good,10.3,4.4,Yes,8,Caution
Vegetables,9.5,89,5,Average,61.6,4.8,Yes,9,Caution
Dairy,18.2,87,23,Good,35.2,6.7,Yes,13,Reject
Vegetables,18.2,45,33,Good,69.1,5.2,No,4,Reject
Meat,19.2,87,30,Good,21.2,7,Yes,17,Reject
Grains,14.1,44,17,Damaged,64.6,5.3,No,9,Caution
Grains,4.3,80,45,Good,23.3,6.6,No,16,Caution
Meat,27.9,60,10,Good,16.7,7.1,Yes,8,Caution
Meat,34.7,69,27,Average,14.2,5.1,Yes,15,Reject
Fruits,0.2,43,35,Average,41.9,3.4,No,23,Reject
Meat,12.8,62,11,Good,85.1,3.5,Yes,5,Safe
Dairy,8.4,75,31,Average,65.1,3.7,No,9,Reject
Grains,16.8,54,12,Good,16.7,4.2,No,1,Caution
Vegetables,34.3,63,51,Average,75.9,4,Yes,10,Caution
Grains,13.5,62,48,Good,83.8,5,No,9,Caution
Dairy,4.5,83,50,Good,40.3,5.4,Yes,18,Caution
Grains,26.1,94,35,Good,56.4,4.1,No,16,Reject
Fruits,28.3,90,25,Average,43.3,5.5,No,22,Reject
Vegetables,28.1,53,7,Good,50.4,3.4,Yes,14,Caution
Dairy,12.7,73,33,Damaged,15,5.9,No,10,Reject
Fruits,5.1,70,17,Average,53.3,3.9,Yes,19,Caution
Dairy,5.8,41,47,Average,89.1,5.1,No,19,Reject
Fruits,27,71,59,Average,18.3,4.7,No,4,Reject
Grains,30.6,40,29,Average,77.3,3.3,No,24,Reject
Dairy,31.7,68,46,Average,81.8,4.7,No,17,Reject
Grains,17,88,28,Damaged,81.7,6.9,No,22,Reject
Grains,23.9,92,34,Damaged,21.6,3.5,No,7,Reject
Meat,13.2,73,9,Good,56,5.5,No,20,Caution
Meat,31,67,3,Good,72,6.1,Yes,17,Caution
Fruits,29.3,43,13,Good,77,6.6,Yes,1,Caution
Fruits,9.5,83,40,Average,22.4,5,Yes,16,Caution
Grains,10.8,62,57,Good,51.4,5.8,No,21,Caution
Dairy,32.2,65,47,Average,25.4,6,Yes,14,Reject
Vegetables,6,85,19,Good,36.1,5.5,Yes,18,Caution
Dairy,22.5,53,7,Good,87.7,6.9,Yes,8,Safe
Dairy,34,88,25,Average,50,6.3,Yes,14,Reject
Fruits,15.1,75,28,Average,89.8,3.8,No,24,Reject
Grains,7.9,52,53,Good,43.3,5.2,No,13,Caution
Meat,8.3,58,36,Good,74.9,3.2,Yes,10,Caution
Vegetables,5,65,27,Good,23.5,4.5,No,1,Caution
Vegetables,19.7,68,39,Average,43.7,5,Yes,13,Reject
Grains,24.3,82,32,Good,28.5,7.2,No,18,Caution
Meat,0.7,86,38,Good,12.4,5.9,No,22,Reject
Fruits,0.8,54,35,Good,23,5.2,Yes,5,Safe
Vegetables,16,92,1,Average,68.6,3.3,Yes,4,Caution
Fruits,33.7,56,20,Average,55.9,6.1,No,16,Reject
Fruits,10.1,88,21,Damaged,71.6,4.4,Yes,3,Reject
Meat,19.4,82,57,Average,74.4,6.6,Yes,21,Reject
Fruits,1.8,87,60,Good,49.7,6.1,Yes,2,Caution
Vegetables,25.9,90,60,Average,35,5.7,Yes,1,Reject
Grains,24.3,47,46,Average,78.3,6.4,No,16,Reject
Dairy,30.2,47,32,Damaged,63.2,4.3,No,21,Reject
Dairy,29.5,74,58,Good,75.9,7.2,Yes,9,Caution
Fruits,31,85,15,Average,75,7.1,Yes,2,Caution
Grains,13.6,59,26,Damaged,33.8,6.7,No,16,Reject
Grains,29.3,51,37,Average,72.1,3.9,No,21,Reject
Fruits,32.7,44,22,Good,8.3,6.7,Yes,21,Caution
Grains,12.8,71,4,Damaged,68.7,6.3,No,18,Caution
Meat,26,47,13,Good,21,4.1,Yes,21,Caution
Vegetables,4.9,69,45,Good,27.9,6.7,Yes,3,Safe
Fruits,26,72,40,Good,82,3.8,Yes,23,Caution
Grains,16.5,71,29,Damaged,18.3,5.7,No,1,Reject
Fruits,12.6,85,51,Average,84.2,6.5,No,1,Reject
Fruits,24.6,86,26,Average,46.5,4.7,Yes,17,Reject
Meat,27.6,87,3,Good,8.3,7.2,Yes,2,Caution
Meat,1.8,50,48,Damaged,29.3,5.7,Yes,24,Caution
Meat,13.7,89,20,Average,68.6,3.5,Yes,18,Reject
Meat,34.5,51,15,Good,23.7,5.6,Yes,11,Caution
Grains,31.1,46,36,Good,64.3,3.6,No,2,Caution
Dairy,2.6,89,18,Damaged,74.1,5.5,Yes,17,Reject
Grains,0.6,60,42,Damaged,86.8,4.3,No,24,Caution
Fruits,16.7,67,58,Average,16.1,4.3,Yes,5,Caution
Fruits,34.4,47,48,Average,26.3,5,Yes,5,Caution
Meat,16.1,57,23,Good,10.3,5.6,Yes,14,Caution
Meat,11.3,88,19,Good,31.3,6.2,No,7,Reject
Meat,31,67,52,Good,17.5,4.4,No,23,Reject
Vegetables,0.5,90,27,Good,86.3,6.3,Yes,6,Caution
Vegetables,6.4,92,14,Average,13.2,6.4,No,6,Caution
Fruits,7.8,43,36,Good,20,4.9,Yes,24,Caution
Vegetables,23.5,63,51,Good,58.5,6.2,Yes,1,Caution
Dairy,17.6,52,9,Good,83.4,4.6,Yes,1,Caution
Grains,1.5,51,36,Good,71.8,7.1,No,3,Safe
Fruits,21.5,68,13,Average,75.8,5.6,No,17,Reject
Grains,8,82,35,Damaged,84.4,6.9,No,12,Caution
Grains,9,50,8,Good,40.9,4.7,No,21,Caution
Fruits,20.1,81,21,Good,88.9,3.7,Yes,19,Caution
Dairy,21.2,48,29,Good,37.5,6.3,Yes,3,Caution
Dairy,2.5,66,36,Good,27.2,4.3,No,20,Caution
Grains,23.4,67,20,Average,15.5,7,No,11,Reject
Grains,27.1,80,44,Good,80.6,4.3,No,16,Caution
Grains,23,66,28,Good,74.3,3.5,No,1,Caution
Dairy,32.6,93,32,Average,42.1,3.8,Yes,15,Reject
Grains,24.6,43,55,Good,36.3,3.5,No,18,Caution
Fruits,34,67,47,Average,24.4,6.7,Yes,24,Reject
Fruits,15.1,93,59,Average,23.9,4.7,Yes,19,Reject
Grains,25.5,52,52,Good,27.3,3.8,No,3,Caution
Dairy,23.1,53,41,Good,20.2,6.4,Yes,18,Caution
Grains,29.9,49,45,Average,89.9,5.7,No,6,Caution
Dairy,14.6,44,50,Good,29.3,3.9,Yes,9,Caution
Dairy,15.5,92,2,Good,44,6.3,Yes,24,Caution
Grains,23.1,56,5,Damaged,34.5,7,No,4,Caution
Meat,8.8,83,17,Good,83.3,4.5,Yes,8,Caution
Vegetables,3.5,61,5,Good,71.8,6.6,Yes,12,Safe
Meat,34.4,77,54,Average,67.8,5.1,Yes,12,Reject
Meat,7.5,69,27,Average,17,6.7,Yes,1,Caution
Dairy,24.4,54,45,Good,62.3,6.2,Yes,10,Caution
Fruits,21.6,84,45,Damaged,11,3.7,Yes,13,Reject
Grains,14,75,20,Average,22.1,3.3,No,3,Caution
Vegetables,12.3,67,6,Average,8.6,4.4,No,3,Caution
Vegetables,3.1,46,42,Good,81.9,4.1,Yes,10,Safe
Grains,22.2,55,25,Good,89.4,6.2,No,15,Caution
Dairy,3,67,27,Good,89.1,5.2,Yes,14,Caution
Grains,13.2,92,57,Average,75,4.7,No,11,Reject
Vegetables,19.5,64,11,Good,78.6,3.6,Yes,10,Caution
Fruits,13.4,79,59,Average,89.9,4.7,Yes,24,Caution
Vegetables,15.4,54,9,Good,37.9,3.7,Yes,18,Caution
Meat,25,60,55,Good,64.5,3.7,Yes,1,Caution
Fruits,0.4,49,45,Good,88.3,4.3,Yes,12,Caution
Vegetables,5.3,61,36,Good,27.7,3.5,No,2,Caution
Grains,31.6,44,36,Good,25.2,4.3,No,23,Caution
Vegetables,12.4,83,60,Good,12.8,6.4,Yes,14,Caution
Grains,31.4,53,57,Good,9.2,5.1,No,1,Caution
Grains,0.2,55,17,Good,19.6,4.7,No,5,Safe
Dairy,18,76,33,Good,11.1,6.9,Yes,16,Caution
Dairy,2.4,63,50,Average,29.5,4.9,Yes,19,Caution
Vegetables,21,67,41,Good,9.3,5.8,No,7,Reject
Dairy,0.9,60,15,Good,85.9,5,Yes,13,Safe
Fruits,15.9,66,12,Good,32.2,6.9,No,15,Reject
Fruits,13.8,74,15,Average,86.9,7.1,Yes,2,Caution
Grains,26.4,67,48,Average,8.5,4.6,No,19,Reject
Grains,33.8,93,40,Average,60.8,3.4,No,2,Reject
Meat,2.6,40,11,Average,45.7,4,Yes,17,Caution
Vegetables,17.4,65,44,Good,83.4,5,Yes,23,Caution
Meat,30.6,67,40,Damaged,40.2,6.2,Yes,13,Reject
Vegetables,26.8,59,7,Good,57.3,3.2,No,16,Caution
Fruits,34.5,73,56,Good,47.9,3.6,Yes,14,Caution
Meat,19.2,85,8,Average,63.8,5.8,No,6,Reject
Dairy,20,51,31,Good,74.1,6.8,No,20,Reject
Vegetables,18.1,81,24,Damaged,24.4,5.1,No,6,Reject
Dairy,12.1,42,21,Good,33.5,5.7,Yes,21,Caution
Vegetables,32.3,78,31,Good,30,5.7,Yes,10,Caution
Fruits,28.7,62,25,Good,83.6,5.8,Yes,7,Caution
Grains,16.7,45,16,Good,80.2,5.8,No,10,Caution
Fruits,21.9,61,16,Good,86.1,6.7,Yes,5,Caution
Grains,14.2,51,15,Good,53.7,6.2,No,21,Caution
Fruits,10.2,52,22,Good,81.9,4.8,No,18,Reject
Grains,22.5,77,50,Damaged,84.3,3.4,No,11,Reject
Dairy,26.6,84,5,Good,37,4.8,Yes,13,Caution
Grains,22.9,74,14,Good,14.6,4,No,1,Caution
Dairy,25.8,57,44,Good,19.1,5.1,Yes,21,Caution
Fruits,7.9,46,47,Average,67.9,6.8,Yes,24,Caution
Vegetables,23.3,55,35,Average,9.3,5.9,Yes,23,Reject
Meat,13.2,54,3,Good,20,5.2,No,18,Caution
Grains,0.3,53,28,Damaged,42.2,4.7,No,13,Caution
Fruits,29.1,64,49,Good,28.6,6.8,Yes,18,Caution
Dairy,0.3,80,26,Good,48.9,6.3,Yes,10,Safe
Dairy,14.5,42,58,Good,56.5,6.8,No,20,Reject
Fruits,33.8,70,12,Good,52.1,6.3,Yes,16,Caution
Meat,4.7,68,47,Good,58.2,5.6,No,22,Caution
Dairy,13.8,43,30,Average,41.6,4.6,Yes,21,Caution
Grains,16.7,81,56,Average,68.7,4.3,No,16,Reject
Meat,6.6,77,44,Damaged,38.1,3.5,Yes,2,Caution
Meat,6.4,69,50,Good,71.5,7.1,Yes,5,Safe
Vegetables,8,81,48,Good,88.7,3.9,Yes,22,Caution
Grains,8.8,69,28,Average,59.7,6.6,No,2,Caution
Grains,21.1,60,55,Good,36.6,4.2,No,3,Caution
Fruits,15.9,88,4,Good,11.4,5.8,No,22,Reject
Dairy,9.8,64,38,Good,20.8,6.5,Yes,9,Caution
Grains,5.8,79,34,Good,23.6,5.8,No,1,Safe
Meat,9.6,77,42,Average,32,3.5,Yes,3,Caution
Grains,25.2,68,20,Damaged,79.2,3.5,No,1,Reject
Meat,5.9,63,23,Good,18.6,6.9,Yes,12,Caution
Fruits,20.9,56,28,Damaged,56.7,4.3,Yes,12,Reject
Meat,20.9,44,44,Damaged,30.6,6.2,Yes,2,Reject
Dairy,6.6,62,44,Good,33.2,6.6,Yes,3,Safe
Meat,12.3,70,54,Average,16.2,3.8,Yes,3,Caution
Meat,1.7,72,56,Damaged,41.9,4.2,Yes,14,Caution
Vegetables,11.9,84,11,Good,64.9,6.7,No,12,Caution
Vegetables,33.2,79,17,Damaged,25.9,4.3,No,6,Reject
Grains,10.2,85,56,Good,74.5,5.9,No,7,Caution
Fruits,17.4,57,60,Average,83,3.8,Yes,6,Caution
Dairy,27.2,92,4,Good,8.4,6.9,No,5,Caution
Vegetables,26.6,51,45,Good,26.2,5.1,Yes,18,Caution
Grains,15.2,56,46,Good,44.4,4.3,No,19,Caution
Fruits,25.2,74,35,Good,13.4,4.1,Yes,18,Caution
Meat,24.1,65,40,Good,67.1,6.7,Yes,3,Caution
Meat,28.9,46,26,Good,17.7,5.1,Yes,3,Caution
Dairy,11.4,46,4,Good,75.2,4.9,Yes,7,Safe
Dairy,21.7,52,58,Average,9.3,6.6,Yes,8,Caution
Meat,23.9,87,21,Damaged,38.8,6.4,No,3,Reject
Dairy,1,87,10,Damaged,24,6.7,Yes,23,Caution
Dairy,7.2,49,19,Damaged,61.4,4,Yes,23,Caution
Dairy,15.6,42,29,Average,46.6,4.6,Yes,3,Caution
Grains,4.6,86,57,Damaged,71.8,3.7,No,3,Caution
Grains,0.9,51,3,Damaged,61.4,6.8,No,11,Caution
Vegetables,12.7,42,6,Good,48.1,6.9,Yes,2,Safe
Vegetables,27.6,67,1,Good,33.4,6.5,No,23,Caution
Dairy,12.7,80,7,Good,26.3,3.6,Yes,8,Safe
Dairy,26.2,40,14,Average,35.9,3.8,No,14,Reject
Vegetables,6.2,90,30,Good,41.3,6.8,Yes,7,Caution
Fruits,19.8,86,18,Damaged,82.2,4.5,Yes,4,Reject
Vegetables,9.2,71,22,Good,53.7,3.5,No,5,Caution
Vegetables,25.6,83,14,Good,69.7,4.5,Yes,21,Caution
Grains,22.5,48,3,Good,84.1,3.9,No,18,Caution
Fruits,21.9,47,48,Damaged,62.4,5,Yes,23,Reject
Dairy,30.3,75,46,Damaged,50.5,7,No,10,Reject
Meat,12.6,41,50,Good,84.3,6.8,No,2,Caution
Vegetables,3.2,94,46,Average,27.2,6.8,No,16,Reject
Vegetables,25.3,83,60,Damaged,44.3,6.8,No,5,Reject
Vegetables,23.5,48,35,Average,48.1,4.3,Yes,19,Reject
Fruits,11.3,46,11,Average,29.5,4.6,Yes,21,Caution
Fruits,0.5,56,26,Good,24.7,6.9,Yes,9,Safe
Meat,30.6,76,31,Good,27,6.3,Yes,18,Caution
Dairy,34,60,24,Good,22.6,3.3,Yes,24,Caution
Grains,4.8,76,48,Good,83.2,6.9,No,4,Safe
Grains,6.5,49,36,Good,32,6.6,No,16,Caution
Dairy,11.8,47,19,Damaged,26.1,3.7,Yes,20,Reject
Grains,31.8,71,15,Average,40.6,6.7,No,6,Caution
Vegetables,29.3,65,33,Good,32.7,5.4,Yes,23,Caution
Meat,2.8,89,36,Good,67.4,3.3,No,14,Reject
Fruits,0.9,67,35,Good,45.1,4.2,No,19,Caution
Grains,12.3,44,13,Damaged,18.4,5.9,No,4,Caution
Grains,11.1,91,57,Good,59.4,4.5,No,5,Caution
Vegetables,28.7,87,10,Good,34.2,6.6,No,11,Reject
Fruits,26.6,46,9,Good,18.1,3.7,Yes,18,Caution
Grains,20.1,89,7,Good,15.7,4.9,No,12,Caution
Fruits,25,47,11,Average,85.4,6.9,Yes,2,Caution
Meat,9.9,66,48,Damaged,80.1,3.4,Yes,17,Reject
Vegetables,21.2,59,33,Average,48.3,4.2,Yes,13,Reject
Vegetables,31.2,72,2,Good,19.8,5.4,No,22,Caution
Vegetables,10.2,87,20,Good,23.1,6.3,No,1,Reject
Vegetables,17.9,78,46,Damaged,32.6,6.2,Yes,9,Reject
Meat,22.9,64,55,Damaged,85.8,6.7,No,1,Reject
Vegetables,19.2,60,25,Good,22.2,5.4,Yes,16,Caution
Meat,26.2,67,9,Damaged,51,5.2,Yes,10,Caution
Dairy,15.8,54,57,Good,14.6,6.9,No,22,Reject
Dairy,14,94,44,Average,59.4,6,Yes,21,Reject
Meat,31,58,60,Damaged,28.7,4.1,No,17,Reject
Dairy,0.9,87,15,Good,44.3,5.5,Yes,1,Safe
Fruits,30.2,92,50,Good,60.3,6.4,Yes,17,Reject
Meat,7.1,76,8,Damaged,60.2,6.1,Yes,21,Caution
Dairy,18.5,48,2,Damaged,22,7.1,No,2,Reject
Dairy,5.3,81,16,Good,87.2,6.7,Yes,3,Safe
Fruits,13.2,88,42,Damaged,36.8,4.4,No,20,Reject
Dairy,11,93,29,Good,87.7,3.9,Yes,11,Caution
Meat,18.6,82,28,Damaged,61.6,4,No,11,Reject
Dairy,0.6,85,21,Good,79.7,3.6,Yes,1,Safe
Meat,16.5,95,1,Good,41.6,5.6,Yes,21,Caution
Meat,5.8,62,22,Damaged,69.1,5.3,Yes,20,Caution
Meat,23,93,24,Damaged,18.1,4.4,Yes,8,Reject
Grains,1.9,66,39,Average,11.2,4.8,No,7,Caution
Fruits,17.4,80,20,Good,24.4,6.9,No,23,Reject
Grains,31.6,55,19,Good,77.4,6.6,No,12,Caution
Grains,9.2,69,50,Good,22.9,4.4,No,1,Caution
Dairy,15.8,40,13,Average,55.3,3.5,Yes,7,Caution
Dairy,24.9,58,55,Good,31,7,Yes,16,Caution
Vegetables,9.2,70,33,Good,69.5,5.9,Yes,5,Caution
Vegetables,6.6,79,24,Good,18.6,5.1,Yes,17,Caution
Grains,1.7,89,16,Damaged,41.4,5.5,No,12,Reject
Fruits,25.6,52,32,Average,57.6,5.7,Yes,24,Reject
Vegetables,19.1,46,40,Damaged,88,6.7,Yes,23,Reject
Meat,10.1,57,25,Good,12.1,6.6,Yes,10,Caution
Vegetables,0.4,83,7,Average,31.5,3.5,Yes,8,Safe
Dairy,6.2,72,52,Good,54.5,6.2,No,14,Caution
Fruits,18.3,66,54,Good,20.6,4.7,Yes,15,Caution
Meat,30.2,77,7,Good,33.5,6.5,No,10,Caution
Meat,27.1,63,55,Good,63,3.3,Yes,14,Caution
Meat,20.4,49,59,Average,36.3,4.1,No,7,Reject
Grains,32.4,87,53,Good,78.6,4.3,No,19,Reject
Meat,32.9,46,25,Good,83.2,5.4,Yes,3,Caution
Dairy,21.8,71,19,Damaged,56.5,3.5,No,14,Reject
Meat,23.2,49,47,Good,68.4,5.3,Yes,15,Caution
Dairy,31.7,89,35,Damaged,37.3,6.3,No,7,Reject
Dairy,33.9,44,35,Damaged,37.2,7,Yes,9,Reject
Meat,18.2,90,16,Damaged,61.1,6,Yes,17,Reject
Vegetables,24,85,14,Good,29.9,5.8,Yes,16,Caution
Grains,11.3,55,17,Average,52.4,6.1,No,4,Caution
Meat,21,52,29,Damaged,41.4,4.1,No,4,Reject
Grains,4.9,53,7,Good,64.4,5.7,No,12,Safe
Grains,29.5,68,50,Damaged,76.1,4.3,No,19,Reject
Vegetables,14.3,66,50,Good,25.4,6.8,No,11,Reject
Fruits,14.6,68,17,Average,16.1,6.3,Yes,3,Caution
Fruits,0.6,84,46,Average,62.3,4.2,Yes,6,Caution
Fruits,31.3,44,6,Damaged,77.3,7.1,No,17,Reject
Fruits,4.9,49,50,Average,52,5.4,Yes,12,Caution
Meat,13.2,54,52,Damaged,81,6.4,No,16,Reject
Meat,7.7,84,31,Good,26.1,5.3,Yes,4,Safe
Vegetables,8.6,69,17,Good,42,5.1,No,17,Reject
Vegetables,10.1,72,36,Good,46.2,3.9,Yes,7,Caution
Grains,22.9,41,25,Average,14,5.9,No,22,Reject
Dairy,8.4,62,41,Damaged,61.3,6.3,No,10,Reject
Dairy,9.1,66,25,Good,16.8,4.6,No,17,Reject
Meat,6.7,43,27,Damaged,44,4.8,Yes,16,Caution
Vegetables,17.3,50,52,Damaged,88.7,3.5,No,14,Reject
Dairy,16.6,40,24,Good,53.8,5.6,Yes,7,Caution
Fruits,23.7,52,33,Average,33.3,4.5,Yes,18,Reject
Meat,27.9,87,1,Average,54,5,No,10,Reject
Meat,20.3,76,26,Good,83.1,3.5,Yes,16,Caution
Meat,8.9,41,57,Good,13.9,5.3,No,8,Caution
Fruits,11.9,46,6,Average,32.7,6.1,Yes,24,Caution
Grains,10.1,41,48,Damaged,29,5.5,No,11,Reject
Vegetables,32.2,84,1,Good,23.9,4.7,Yes,10,Safe
Grains,21.1,79,30,Damaged,61.7,5.3,No,3,Reject
Dairy,26.5,49,8,Average,8.3,5.2,No,11,Reject
Meat,26.3,47,58,Damaged,33.5,6.4,No,16,Reject
Dairy,33.6,75,12,Damaged,77,5.5,Yes,14,Reject
Dairy,7.3,50,29,Good,53.4,5.4,No,4,Caution
Dairy,26,81,56,Average,8.6,4,Yes,22,Reject
Dairy,34.6,68,11,Average,21.8,4.5,Yes,4,Caution
Fruits,22.5,75,52,Damaged,42.3,7,No,6,Reject
Vegetables,17.6,59,36,Good,15.2,5.6,Yes,5,Caution
Fruits,3.4,84,50,Good,73.8,4.1,Yes,4,Safe
Fruits,16.7,77,58,Good,31.6,4.3,No,6,Reject
Grains,9.8,95,53,Average,11,4.7,No,16,Reject
Fruits,33.7,62,47,Good,9.8,4.6,Yes,3,Caution
Dairy,5.9,88,44,Good,39.5,5.5,Yes,21,Caution
Grains,3.3,88,2,Good,87.4,4.3,No,8,Safe
Dairy,10.4,84,24,Good,16,5.8,Yes,21,Caution
Dairy,29.1,49,47,Average,73.8,5.9,No,15,Reject
Dairy,28.1,71,1,Damaged,72.3,7.1,Yes,13,Caution
Meat,28.1,79,13,Average,82.4,5.6,Yes,4,Caution
Vegetables,4.6,64,15,Average,12.4,5.8,Yes,11,Caution
Grains,15.4,57,17,Average,22.9,4.1,No,21,Reject
Grains,33.3,65,50,Good,75.6,3.4,No,6,Caution
Meat,13.6,60,50,Good,73.1,7.1,No,9,Caution
Grains,26.1,80,46,Average,76,6.7,No,22,Reject
Meat,22.7,68,6,Good,22.8,6.3,Yes,5,Safe
Meat,31.7,61,43,Good,38.1,3.8,No,2,Reject
Vegetables,29.1,93,46,Good,31.3,3.7,Yes,9,Caution
Dairy,16.8,56,45,Good,61.9,4.6,Yes,14,Caution
Grains,11.3,78,16,Damaged,23.3,4.3,No,9,Caution
Dairy,6.7,56,50,Good,48,7.2,No,3,Caution
Fruits,10.9,46,36,Good,83.2,7.2,No,21,Reject
Meat,12.8,90,27,Good,26,4.9,No,23,Reject
Vegetables,3.3,48,51,Good,12.4,6.1,Yes,20,Caution
Dairy,13.6,85,17,Average,49.7,6,Yes,16,Caution
Dairy,34.2,76,50,Good,8.2,4.5,Yes,11,Caution
Grains,17.3,72,48,Good,60.5,6.8,No,15,Caution
Fruits,27.7,93,58,Good,46,4.3,Yes,18,Reject
Meat,21.8,79,34,Good,56.8,4.7,No,24,Reject
Fruits,34,53,56,Average,8.5,6,No,16,Reject
Fruits,23.3,78,45,Good,55.2,4.7,Yes,21,Caution
Vegetables,11.4,81,53,Average,87.7,7.2,No,10,Reject
Fruits,2.1,45,38,Good,23,6.3,No,19,Caution
Grains,24.9,50,56,Good,16.7,5.8,No,16,Caution
Meat,17.1,75,15,Good,22.8,4.8,Yes,19,Caution
Fruits,32,72,1,Good,77.8,5.4,Yes,13,Caution
Dairy,32.8,59,11,Damaged,80.4,3.9,Yes,17,Reject
Fruits,1.8,75,3,Damaged,53.1,6.1,Yes,19,Caution
Vegetables,22.2,41,54,Good,78.2,3.7,No,9,Reject
Grains,12.1,78,5,Good,46,6.8,No,22,Safe
Grains,32.9,40,22,Good,16.4,5.4,No,17,Caution
Grains,23.8,46,12,Good,34.2,5.7,No,19,Caution
Dairy,24.7,81,28,Good,76.3,6.1,Yes,1,Caution
Meat,1.3,83,21,Average,20.6,4.2,Yes,19,Caution
Meat,10.2,47,7,Good,39.3,7.1,No,22,Caution
Meat,1.7,43,15,Good,34.5,6.6,Yes,17,Safe
Meat,15.2,85,32,Average,11.3,4.1,Yes,8,Caution
Fruits,3.6,93,29,Good,81.1,5.9,Yes,15,Caution
Vegetables,9.2,52,53,Good,68.4,3.7,Yes,6,Caution
Vegetables,26.4,84,6,Average,74,3.3,No,3,Caution
Vegetables,10.2,76,59,Good,48.6,5.5,Yes,12,Caution
